,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,min_duration,age_bin,pdays_contacted
11119,39,self-employed,single,tertiary,no,426,no,no,unknown,18,jun,1,0,0,unknown,1,17.15,"(33.0, 48.0]",0
26501,32,services,single,secondary,no,2478,no,yes,cellular,20,nov,1,0,0,unknown,0,6.583333333333333,"(17.925, 33.0]",0
17779,49,management,married,secondary,no,633,no,yes,cellular,29,jul,6,0,0,unknown,0,4.15,"(48.0, 63.0]",0
32693,34,blue-collar,single,secondary,no,-317,yes,no,cellular,17,apr,3,346,1,other,0,8.633333333333333,"(33.0, 48.0]",1
20260,36,management,single,tertiary,no,4123,no,no,cellular,11,aug,2,0,0,unknown,0,2.433333333333333,"(33.0, 48.0]",0
7732,34,technician,divorced,secondary,no,1451,yes,no,unknown,30,may,15,0,0,unknown,1,18.283333333333335,"(33.0, 48.0]",0
34571,28,blue-collar,married,secondary,no,1590,no,no,cellular,5,may,4,0,0,unknown,0,1.3,"(17.925, 33.0]",0
25648,39,admin.,single,secondary,no,2749,yes,no,cellular,19,nov,1,0,0,unknown,0,2.1333333333333333,"(33.0, 48.0]",0
24164,26,management,married,tertiary,no,52,no,yes,telephone,12,nov,1,0,0,unknown,0,3.966666666666667,"(17.925, 33.0]",0
13956,49,blue-collar,married,secondary,no,0,no,yes,telephone,10,jul,2,0,0,unknown,0,9.4,"(48.0, 63.0]",0
31904,58,retired,married,secondary,no,2126,no,no,cellular,9,apr,1,0,0,unknown,0,3.066666666666667,"(48.0, 63.0]",0
14402,31,management,married,tertiary,yes,0,no,no,cellular,14,jul,4,0,0,unknown,0,1.9666666666666666,"(17.925, 33.0]",0
18848,38,technician,married,secondary,no,1919,no,no,cellular,4,aug,1,0,0,unknown,1,14.1,"(33.0, 48.0]",0
41142,44,management,married,tertiary,no,-600,yes,no,cellular,18,aug,1,0,0,unknown,0,6.0,"(33.0, 48.0]",0
11404,58,entrepreneur,married,secondary,no,3,no,no,unknown,19,jun,5,0,0,unknown,0,3.1333333333333333,"(48.0, 63.0]",0
42181,81,retired,divorced,unknown,no,9224,no,no,telephone,9,nov,2,0,0,unknown,0,3.9166666666666665,"(78.0, 93.0]",0
3298,57,blue-collar,married,secondary,no,2192,no,no,unknown,15,may,2,0,0,unknown,0,3.466666666666667,"(48.0, 63.0]",0
6431,31,management,married,tertiary,no,22867,yes,no,unknown,27,may,2,0,0,unknown,0,4.016666666666667,"(17.925, 33.0]",0
12768,45,technician,married,secondary,no,268,no,no,cellular,7,jul,14,0,0,unknown,0,1.6,"(33.0, 48.0]",0
42397,36,admin.,divorced,tertiary,no,4708,no,no,cellular,3,dec,1,171,1,failure,1,4.733333333333333,"(33.0, 48.0]",1
14840,37,entrepreneur,married,tertiary,no,1027,yes,no,cellular,16,jul,2,0,0,unknown,0,4.9,"(33.0, 48.0]",0
11541,51,blue-collar,married,primary,no,91,no,yes,unknown,19,jun,2,0,0,unknown,0,6.133333333333334,"(48.0, 63.0]",0
34941,31,admin.,married,secondary,no,223,no,no,cellular,6,may,1,0,0,unknown,0,4.95,"(17.925, 33.0]",0
20633,39,management,married,tertiary,no,271,yes,no,cellular,12,aug,1,0,0,unknown,1,22.4,"(33.0, 48.0]",0
30650,28,blue-collar,married,secondary,no,53,yes,yes,cellular,6,feb,1,0,0,unknown,0,7.65,"(17.925, 33.0]",0
38573,32,blue-collar,divorced,secondary,no,201,yes,no,cellular,15,may,8,365,24,other,0,1.05,"(17.925, 33.0]",1
4400,34,management,single,secondary,no,31,yes,no,unknown,20,may,14,0,0,unknown,0,0.3333333333333333,"(33.0, 48.0]",0
33360,78,retired,married,primary,no,240,no,no,cellular,20,apr,1,0,0,unknown,1,5.416666666666667,"(63.0, 78.0]",0
4613,33,blue-collar,married,secondary,no,0,yes,yes,unknown,20,may,1,0,0,unknown,0,1.9,"(17.925, 33.0]",0
20959,36,management,married,tertiary,no,406,no,no,cellular,14,aug,2,0,0,unknown,0,2.05,"(33.0, 48.0]",0
24676,44,management,married,tertiary,no,724,yes,no,cellular,17,nov,2,172,1,failure,0,2.6166666666666667,"(33.0, 48.0]",1
9281,58,admin.,married,primary,no,549,no,no,unknown,5,jun,2,0,0,unknown,0,1.3666666666666667,"(48.0, 63.0]",0
40639,27,unemployed,single,secondary,no,3276,no,no,cellular,5,aug,1,110,2,other,0,1.7666666666666666,"(17.925, 33.0]",1
3840,24,blue-collar,married,primary,no,656,yes,no,unknown,16,may,1,0,0,unknown,1,14.9,"(17.925, 33.0]",0
11710,58,technician,married,secondary,no,683,no,no,unknown,20,jun,2,0,0,unknown,0,2.6166666666666667,"(48.0, 63.0]",0
42395,29,technician,single,secondary,no,1165,no,no,cellular,3,dec,2,184,1,success,1,4.066666666666666,"(17.925, 33.0]",1
480,51,blue-collar,married,primary,no,1127,yes,no,unknown,6,may,1,0,0,unknown,0,0.7833333333333333,"(48.0, 63.0]",0
15725,46,management,single,tertiary,no,2154,yes,no,cellular,21,jul,4,0,0,unknown,0,1.45,"(33.0, 48.0]",0
41273,18,student,single,unknown,no,3,no,no,cellular,25,aug,2,0,0,unknown,1,2.1666666666666665,"(17.925, 33.0]",0
41727,42,unemployed,married,tertiary,no,0,no,no,cellular,8,oct,1,0,0,unknown,0,1.8833333333333333,"(33.0, 48.0]",0
44671,32,management,married,tertiary,no,6138,no,no,cellular,3,sep,3,36,11,success,0,4.183333333333334,"(17.925, 33.0]",1
25228,43,management,single,tertiary,no,-56,yes,no,cellular,18,nov,2,151,14,failure,0,2.433333333333333,"(33.0, 48.0]",1
27133,40,management,married,tertiary,no,87,yes,yes,cellular,21,nov,1,0,0,unknown,0,1.9,"(33.0, 48.0]",0
44453,29,housemaid,single,tertiary,no,2196,no,no,cellular,5,aug,1,0,0,unknown,1,3.5833333333333335,"(17.925, 33.0]",0
44746,84,retired,married,tertiary,no,4761,no,no,telephone,9,sep,1,92,3,failure,1,23.416666666666668,"(78.0, 93.0]",1
16243,50,blue-collar,married,primary,no,0,yes,no,cellular,23,jul,1,0,0,unknown,0,2.283333333333333,"(48.0, 63.0]",0
9317,38,admin.,married,primary,no,3,yes,yes,unknown,5,jun,2,0,0,unknown,0,2.066666666666667,"(33.0, 48.0]",0
6196,59,retired,married,secondary,no,-48,yes,no,unknown,27,may,1,0,0,unknown,0,3.7333333333333334,"(48.0, 63.0]",0
27895,60,retired,married,secondary,no,372,no,no,cellular,28,jan,2,0,0,unknown,0,7.483333333333333,"(48.0, 63.0]",0
36829,47,blue-collar,married,secondary,no,802,yes,yes,cellular,12,may,2,0,0,unknown,1,4.816666666666666,"(33.0, 48.0]",0
36064,38,blue-collar,married,secondary,no,97,yes,no,cellular,11,may,2,0,0,unknown,0,2.816666666666667,"(33.0, 48.0]",0
34670,30,technician,single,secondary,no,-522,yes,yes,cellular,5,may,2,286,6,failure,1,11.166666666666666,"(17.925, 33.0]",1
14145,38,technician,single,tertiary,no,0,no,yes,cellular,11,jul,2,0,0,unknown,0,4.333333333333333,"(33.0, 48.0]",0
31270,28,technician,single,secondary,no,5763,no,yes,cellular,5,mar,2,0,0,unknown,1,3.2666666666666666,"(17.925, 33.0]",0
21163,34,technician,single,secondary,no,124,no,no,telephone,14,aug,2,0,0,unknown,0,0.5166666666666667,"(33.0, 48.0]",0
27851,59,unemployed,married,secondary,no,309,no,no,cellular,28,jan,1,0,0,unknown,0,5.0,"(48.0, 63.0]",0
43239,45,student,single,unknown,no,1527,no,no,cellular,8,mar,1,0,0,unknown,1,2.2,"(33.0, 48.0]",0
14207,36,blue-collar,married,primary,no,-608,yes,no,cellular,11,jul,2,0,0,unknown,0,2.25,"(33.0, 48.0]",0
18264,56,management,married,secondary,no,208,no,yes,telephone,31,jul,6,0,0,unknown,0,1.4,"(48.0, 63.0]",0
22128,46,services,married,secondary,no,244,no,no,cellular,21,aug,2,0,0,unknown,0,2.316666666666667,"(33.0, 48.0]",0
12097,23,services,married,secondary,no,-19,yes,no,unknown,20,jun,10,0,0,unknown,0,0.21666666666666667,"(17.925, 33.0]",0
33311,37,blue-collar,married,primary,no,1941,yes,no,cellular,20,apr,2,0,0,unknown,0,2.5166666666666666,"(33.0, 48.0]",0
2980,47,self-employed,married,tertiary,no,4543,yes,no,unknown,14,may,1,0,0,unknown,0,2.7,"(33.0, 48.0]",0
13443,40,management,single,tertiary,no,1247,yes,no,cellular,9,jul,1,0,0,unknown,0,2.6166666666666667,"(33.0, 48.0]",0
18821,50,unemployed,married,secondary,no,297,yes,no,cellular,31,jul,10,0,0,unknown,0,0.48333333333333334,"(48.0, 63.0]",0
22533,59,admin.,married,secondary,no,1575,yes,no,cellular,22,aug,11,0,0,unknown,1,20.683333333333334,"(48.0, 63.0]",0
26080,45,unemployed,married,tertiary,no,1148,no,no,cellular,19,nov,2,0,0,unknown,0,13.033333333333333,"(33.0, 48.0]",0
41224,37,admin.,married,secondary,no,1314,yes,no,cellular,21,aug,1,91,10,failure,0,3.3333333333333335,"(33.0, 48.0]",1
39228,28,blue-collar,married,primary,no,519,yes,no,cellular,18,may,9,0,0,unknown,0,1.3666666666666667,"(17.925, 33.0]",0
1023,43,technician,divorced,tertiary,no,1026,yes,yes,unknown,7,may,5,0,0,unknown,0,3.7333333333333334,"(33.0, 48.0]",0
12619,24,admin.,single,secondary,no,-346,yes,no,unknown,4,jul,2,0,0,unknown,0,2.7333333333333334,"(17.925, 33.0]",0
29824,28,technician,single,secondary,no,34,yes,no,cellular,4,feb,6,268,4,failure,0,0.26666666666666666,"(17.925, 33.0]",1
12066,40,blue-collar,married,primary,no,4,no,no,unknown,20,jun,9,0,0,unknown,0,4.783333333333333,"(33.0, 48.0]",0
30301,39,technician,married,primary,no,1846,no,no,cellular,5,feb,5,0,0,unknown,0,5.1,"(33.0, 48.0]",0
25736,53,technician,married,secondary,no,0,no,no,cellular,19,nov,1,0,0,unknown,0,4.85,"(48.0, 63.0]",0
523,29,management,single,tertiary,no,0,yes,no,unknown,6,may,1,0,0,unknown,0,3.5166666666666666,"(17.925, 33.0]",0
7613,45,housemaid,divorced,primary,no,413,yes,no,unknown,30,may,1,0,0,unknown,0,1.0833333333333333,"(33.0, 48.0]",0
16452,34,management,married,tertiary,no,415,no,yes,cellular,23,jul,2,0,0,unknown,0,6.016666666666667,"(33.0, 48.0]",0
29838,30,unemployed,single,secondary,no,1058,no,no,cellular,4,feb,1,0,0,unknown,0,8.583333333333334,"(17.925, 33.0]",0
42610,36,management,married,tertiary,no,93,no,no,cellular,11,jan,3,96,4,other,0,1.7,"(33.0, 48.0]",1
7402,33,technician,married,secondary,no,1844,yes,no,unknown,29,may,3,0,0,unknown,0,4.016666666666667,"(17.925, 33.0]",0
39629,25,student,single,secondary,no,304,no,no,cellular,26,may,2,0,0,unknown,1,3.7666666666666666,"(17.925, 33.0]",0
38036,28,technician,single,secondary,no,3,yes,no,cellular,14,may,2,0,0,unknown,0,3.1666666666666665,"(17.925, 33.0]",0
22714,60,retired,married,tertiary,no,0,no,no,cellular,25,aug,3,0,0,unknown,0,1.6833333333333333,"(48.0, 63.0]",0
11225,52,retired,married,primary,no,9,no,no,unknown,18,jun,1,0,0,unknown,0,4.05,"(48.0, 63.0]",0
43487,22,services,single,secondary,no,129,no,no,cellular,15,apr,2,181,1,success,1,3.6333333333333333,"(17.925, 33.0]",1
30035,59,retired,divorced,secondary,no,479,no,no,cellular,4,feb,5,0,0,unknown,0,0.6166666666666667,"(48.0, 63.0]",0
30100,32,entrepreneur,single,primary,no,1770,no,yes,cellular,4,feb,2,188,6,failure,0,3.433333333333333,"(17.925, 33.0]",1
24196,37,technician,married,secondary,no,421,yes,yes,cellular,17,nov,1,0,0,unknown,0,1.4166666666666667,"(33.0, 48.0]",0
4160,49,blue-collar,married,primary,no,284,yes,no,unknown,19,may,1,0,0,unknown,0,1.35,"(48.0, 63.0]",0
27348,33,technician,single,tertiary,no,0,yes,no,cellular,21,nov,1,0,0,unknown,1,10.9,"(17.925, 33.0]",0
512,55,unemployed,divorced,secondary,no,387,yes,no,unknown,6,may,1,0,0,unknown,1,15.3,"(48.0, 63.0]",0
7499,44,services,divorced,secondary,no,496,yes,yes,unknown,29,may,15,0,0,unknown,0,0.9,"(33.0, 48.0]",0
37056,37,services,married,secondary,no,393,yes,yes,cellular,13,may,1,357,1,failure,0,1.5833333333333333,"(33.0, 48.0]",1
11616,48,blue-collar,married,primary,no,237,yes,no,unknown,19,jun,18,0,0,unknown,0,0.3,"(33.0, 48.0]",0
12389,51,blue-collar,married,tertiary,no,84,no,yes,unknown,27,jun,1,0,0,unknown,0,4.483333333333333,"(48.0, 63.0]",0
21429,36,technician,single,secondary,no,2603,yes,no,cellular,18,aug,5,0,0,unknown,0,2.9,"(33.0, 48.0]",0
38644,32,management,single,tertiary,no,6248,yes,no,cellular,15,may,3,371,2,failure,0,1.0666666666666667,"(17.925, 33.0]",1
1640,28,admin.,single,tertiary,no,422,yes,no,unknown,9,may,1,0,0,unknown,0,4.566666666666666,"(17.925, 33.0]",0
34838,29,admin.,married,secondary,no,2,yes,no,cellular,6,may,1,362,1,failure,0,5.65,"(17.925, 33.0]",1
44574,29,management,single,tertiary,no,1673,no,no,cellular,16,aug,2,159,3,other,0,3.3333333333333335,"(17.925, 33.0]",1
21425,33,self-employed,married,tertiary,no,576,yes,no,cellular,18,aug,3,0,0,unknown,0,5.066666666666666,"(17.925, 33.0]",0
4178,26,blue-collar,single,secondary,no,-5,no,no,unknown,19,may,1,0,0,unknown,0,4.333333333333333,"(17.925, 33.0]",0
19854,32,technician,single,tertiary,no,1150,no,no,cellular,8,aug,2,0,0,unknown,0,0.5166666666666667,"(17.925, 33.0]",0
30943,28,admin.,single,tertiary,no,164,yes,no,cellular,9,feb,7,0,0,unknown,0,1.5333333333333334,"(17.925, 33.0]",0
33488,49,technician,married,tertiary,no,2611,no,no,cellular,20,apr,2,0,0,unknown,1,3.2333333333333334,"(48.0, 63.0]",0
21122,30,management,married,tertiary,no,0,no,no,cellular,14,aug,2,0,0,unknown,0,1.5833333333333333,"(17.925, 33.0]",0
11732,49,blue-collar,married,primary,no,1119,yes,no,unknown,20,jun,1,0,0,unknown,0,8.216666666666667,"(48.0, 63.0]",0
550,42,services,divorced,secondary,no,372,yes,yes,unknown,6,may,2,0,0,unknown,0,2.0166666666666666,"(33.0, 48.0]",0
22780,34,management,married,tertiary,no,169,no,no,cellular,25,aug,4,0,0,unknown,0,1.9166666666666667,"(33.0, 48.0]",0
29591,32,technician,single,secondary,no,0,no,no,cellular,3,feb,1,0,0,unknown,0,7.433333333333334,"(17.925, 33.0]",0
20190,35,technician,single,tertiary,no,272,no,no,cellular,11,aug,2,0,0,unknown,0,1.4333333333333333,"(33.0, 48.0]",0
12539,48,blue-collar,married,primary,no,474,yes,yes,unknown,3,jul,1,0,0,unknown,0,6.9,"(33.0, 48.0]",0
42068,21,student,single,primary,no,8278,no,no,cellular,29,oct,1,0,0,unknown,1,7.416666666666667,"(17.925, 33.0]",0
38144,36,self-employed,single,tertiary,no,577,yes,no,cellular,15,may,1,298,1,failure,0,0.55,"(33.0, 48.0]",1
7401,36,management,single,tertiary,no,891,yes,no,unknown,29,may,5,0,0,unknown,0,3.8833333333333333,"(33.0, 48.0]",0
15871,29,blue-collar,married,secondary,no,358,no,no,cellular,21,jul,5,0,0,unknown,0,1.4666666666666666,"(17.925, 33.0]",0
41996,66,retired,married,primary,no,747,no,no,telephone,27,oct,1,0,0,unknown,0,8.583333333333334,"(63.0, 78.0]",0
20117,42,management,married,tertiary,no,687,no,no,cellular,11,aug,2,0,0,unknown,0,11.116666666666667,"(33.0, 48.0]",0
38823,30,technician,married,secondary,no,769,yes,no,cellular,18,may,4,0,0,unknown,0,0.16666666666666666,"(17.925, 33.0]",0
35392,51,technician,married,secondary,no,-1944,yes,no,cellular,7,may,1,0,0,unknown,1,10.383333333333333,"(48.0, 63.0]",0
27975,45,blue-collar,married,tertiary,no,47,yes,no,cellular,28,jan,2,0,0,unknown,0,32.86666666666667,"(33.0, 48.0]",0
37506,29,services,divorced,secondary,no,-7,yes,no,cellular,13,may,3,0,0,unknown,1,21.316666666666666,"(17.925, 33.0]",0
13816,43,management,married,tertiary,no,177,yes,no,cellular,10,jul,1,0,0,unknown,0,1.95,"(33.0, 48.0]",0
28284,32,blue-collar,married,primary,no,634,no,no,cellular,29,jan,1,0,0,unknown,1,11.6,"(17.925, 33.0]",0
4949,31,services,married,secondary,no,525,yes,yes,unknown,21,may,1,0,0,unknown,0,2.65,"(17.925, 33.0]",0
14137,56,entrepreneur,married,tertiary,no,40,no,yes,cellular,11,jul,2,0,0,unknown,0,2.05,"(48.0, 63.0]",0
34686,43,blue-collar,married,primary,no,-111,yes,no,cellular,5,may,7,0,0,unknown,0,1.25,"(33.0, 48.0]",0
17115,37,blue-collar,single,secondary,no,5024,no,yes,cellular,25,jul,4,0,0,unknown,1,11.016666666666667,"(33.0, 48.0]",0
38188,29,blue-collar,married,secondary,no,368,yes,no,cellular,15,may,1,310,7,failure,0,5.75,"(17.925, 33.0]",1
14971,48,entrepreneur,married,secondary,no,151,no,no,cellular,16,jul,1,0,0,unknown,0,3.183333333333333,"(33.0, 48.0]",0
32547,37,management,married,tertiary,no,0,yes,no,cellular,17,apr,3,0,0,unknown,0,3.933333333333333,"(33.0, 48.0]",0
21571,41,technician,married,secondary,no,240,no,no,cellular,19,aug,2,0,0,unknown,0,4.833333333333333,"(33.0, 48.0]",0
20744,45,management,divorced,tertiary,no,6542,yes,no,cellular,13,aug,4,0,0,unknown,0,1.55,"(33.0, 48.0]",0
27551,43,technician,married,secondary,no,3288,yes,no,cellular,21,nov,3,0,0,unknown,1,12.916666666666666,"(33.0, 48.0]",0
40737,63,management,married,tertiary,no,5112,no,no,telephone,10,aug,3,0,0,unknown,0,4.25,"(48.0, 63.0]",0
26595,59,technician,divorced,secondary,no,2396,no,no,cellular,20,nov,1,0,0,unknown,1,8.133333333333333,"(48.0, 63.0]",0
37884,56,retired,divorced,primary,no,48,yes,no,cellular,14,may,2,0,0,unknown,0,2.2,"(48.0, 63.0]",0
28609,27,blue-collar,single,secondary,no,1049,no,no,telephone,29,jan,3,0,0,unknown,0,6.483333333333333,"(17.925, 33.0]",0
6237,56,management,divorced,tertiary,no,-676,yes,yes,unknown,27,may,1,0,0,unknown,0,3.0166666666666666,"(48.0, 63.0]",0
20134,55,technician,married,secondary,no,462,no,no,cellular,11,aug,2,0,0,unknown,0,1.9333333333333333,"(48.0, 63.0]",0
3524,40,blue-collar,married,primary,no,902,yes,no,unknown,15,may,4,0,0,unknown,0,10.316666666666666,"(33.0, 48.0]",0
43004,71,retired,married,secondary,no,1712,no,no,cellular,11,feb,1,0,0,unknown,1,11.0,"(63.0, 78.0]",0
44799,43,blue-collar,married,primary,no,445,yes,no,unknown,15,sep,1,0,0,unknown,0,2.8833333333333333,"(33.0, 48.0]",0
39335,48,blue-collar,divorced,secondary,no,-314,yes,no,cellular,18,may,5,0,0,unknown,0,0.11666666666666667,"(33.0, 48.0]",0
31906,55,management,divorced,tertiary,no,271,yes,no,cellular,9,apr,4,0,0,unknown,0,3.183333333333333,"(48.0, 63.0]",0
43510,31,admin.,divorced,secondary,no,2980,no,no,cellular,20,apr,4,292,2,other,0,15.5,"(17.925, 33.0]",1
39437,31,admin.,single,secondary,no,554,yes,no,cellular,25,may,3,103,2,failure,0,1.6166666666666667,"(17.925, 33.0]",1
27585,34,management,married,tertiary,no,731,yes,no,cellular,21,nov,4,0,0,unknown,0,6.3,"(33.0, 48.0]",0
6605,38,blue-collar,married,secondary,no,35,yes,no,unknown,28,may,2,0,0,unknown,0,2.1666666666666665,"(33.0, 48.0]",0
29589,51,housemaid,married,primary,no,605,no,no,cellular,3,feb,2,159,14,failure,0,1.5166666666666666,"(48.0, 63.0]",1
33063,32,services,single,secondary,no,49,yes,no,cellular,17,apr,4,0,0,unknown,0,3.066666666666667,"(17.925, 33.0]",0
37785,43,technician,single,tertiary,no,275,yes,no,telephone,14,may,2,360,1,other,0,2.5166666666666666,"(33.0, 48.0]",1
37603,39,technician,married,secondary,no,133,yes,no,cellular,14,may,4,352,4,other,0,1.4,"(33.0, 48.0]",1
22647,31,technician,single,secondary,no,4028,no,yes,cellular,25,aug,5,0,0,unknown,0,2.316666666666667,"(17.925, 33.0]",0
31702,47,unemployed,married,secondary,no,817,no,no,cellular,7,apr,4,0,0,unknown,1,12.016666666666667,"(33.0, 48.0]",0
32227,39,blue-collar,married,primary,no,467,yes,no,cellular,16,apr,1,335,1,failure,0,3.8666666666666667,"(33.0, 48.0]",1
40762,33,admin.,married,secondary,no,95,yes,no,cellular,10,aug,1,102,1,success,0,2.5833333333333335,"(17.925, 33.0]",1
3719,36,admin.,single,secondary,no,0,yes,yes,unknown,16,may,1,0,0,unknown,0,3.55,"(33.0, 48.0]",0
6355,34,blue-collar,married,secondary,no,763,yes,no,unknown,27,may,1,0,0,unknown,0,1.65,"(33.0, 48.0]",0
13278,45,blue-collar,single,tertiary,no,-243,no,yes,cellular,8,jul,2,0,0,unknown,0,2.85,"(33.0, 48.0]",0
27392,31,technician,married,tertiary,no,95,no,no,cellular,21,nov,6,0,0,unknown,0,0.8,"(17.925, 33.0]",0
26085,31,self-employed,single,tertiary,no,217,no,no,cellular,19,nov,4,0,0,unknown,0,8.35,"(17.925, 33.0]",0
33304,36,admin.,single,secondary,no,0,no,no,cellular,20,apr,1,0,0,unknown,0,10.616666666666667,"(33.0, 48.0]",0
29858,47,management,married,tertiary,no,274,no,yes,cellular,4,feb,2,0,0,unknown,0,5.216666666666667,"(33.0, 48.0]",0
19242,33,housemaid,married,primary,no,580,no,no,cellular,6,aug,2,0,0,unknown,0,3.4833333333333334,"(17.925, 33.0]",0
20996,43,management,married,tertiary,no,244,no,no,cellular,14,aug,2,0,0,unknown,0,2.783333333333333,"(33.0, 48.0]",0
10339,57,entrepreneur,married,unknown,no,657,no,no,unknown,12,jun,1,0,0,unknown,0,5.733333333333333,"(48.0, 63.0]",0
13426,44,technician,married,secondary,no,266,yes,no,cellular,9,jul,1,0,0,unknown,0,1.2,"(33.0, 48.0]",0
4180,30,management,married,tertiary,no,134,yes,no,unknown,19,may,1,0,0,unknown,0,1.1666666666666667,"(17.925, 33.0]",0
44291,28,admin.,single,tertiary,no,313,no,yes,cellular,26,jul,2,326,4,failure,0,7.683333333333334,"(17.925, 33.0]",1
32388,36,technician,married,tertiary,no,4596,yes,no,cellular,16,apr,2,0,0,unknown,1,15.016666666666667,"(33.0, 48.0]",0
2284,34,admin.,single,secondary,no,1504,yes,no,unknown,12,may,3,0,0,unknown,0,6.583333333333333,"(33.0, 48.0]",0
27891,53,housemaid,married,tertiary,no,554,no,no,cellular,28,jan,1,181,5,failure,0,0.8,"(48.0, 63.0]",1
36471,36,admin.,divorced,secondary,no,543,yes,no,cellular,11,may,3,0,0,unknown,0,1.1,"(33.0, 48.0]",0
16190,43,admin.,single,secondary,no,1119,no,no,telephone,22,jul,2,0,0,unknown,0,1.9833333333333334,"(33.0, 48.0]",0
27422,36,management,single,tertiary,no,72,yes,yes,cellular,21,nov,7,0,0,unknown,0,0.16666666666666666,"(33.0, 48.0]",0
15633,41,technician,married,secondary,no,525,yes,no,cellular,21,jul,1,0,0,unknown,0,1.8,"(33.0, 48.0]",0
8274,42,technician,married,secondary,no,-887,no,no,unknown,2,jun,4,0,0,unknown,0,5.816666666666666,"(33.0, 48.0]",0
3503,50,management,married,tertiary,no,4904,yes,no,unknown,15,may,2,0,0,unknown,0,7.3,"(48.0, 63.0]",0
42064,47,management,married,tertiary,no,3663,no,no,cellular,29,oct,2,213,3,success,1,7.066666666666666,"(33.0, 48.0]",1
